,Emotions,Path
315,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
316,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
317,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
318,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
319,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
320,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
321,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
322,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
323,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
324,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
325,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
326,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
327,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
328,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
329,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
330,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
331,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
332,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
333,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
334,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
335,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
336,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
337,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
338,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
339,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
340,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
341,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
342,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
343,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
344,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
345,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
346,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
347,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
348,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
349,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
350,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
351,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
352,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
353,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
354,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
355,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
356,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
357,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
358,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
359,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
361,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-01-17.wav
363,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-01-02-01-17.wav
365,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-02-01-02-17.wav
366,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-02-01-01-17.wav
367,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-02-02-01-17.wav
368,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-02-17.wav
369,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-02-01-02-17.wav
370,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-01-17.wav
371,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-01-17.wav
372,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-02-17.wav
373,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-01-02-02-17.wav
374,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-01-17.wav
377,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-02-02-01-17.wav
379,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-02-01-01-17.wav
381,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-02-02-02-17.wav
383,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-02-17.wav
385,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-02-17.wav
387,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-01-17.wav
388,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-03-02-02-02-17.wav
391,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-02-17.wav
392,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-02-01-02-17.wav
393,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-02-01-01-17.wav
394,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-01-01-01-17.wav
395,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-02-02-01-17.wav
396,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-01-17.wav
397,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-01-01-02-17.wav
398,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-01-17.wav
399,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-01-17.wav
400,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-02-17.wav
401,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-02-01-01-17.wav
402,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-02-02-02-17.wav
403,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-02-01-02-17.wav
404,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-02-17.wav
405,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-02-17.wav
406,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-01-01-01-17.wav
407,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-01-17.wav
408,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-01-17.wav
409,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-02-17.wav
410,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-01-02-02-17.wav
411,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-02-17.wav
412,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-01-17.wav
413,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-02-17.wav
414,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-01-01-02-17.wav
415,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-02-17.wav
416,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-02-17.wav
417,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-01-17.wav
418,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-07-01-02-01-17.wav
419,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-01-17.wav
420,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-01-02-01-14.wav
421,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-01-14.wav
422,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-02-02-01-14.wav
423,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-02-01-02-14.wav
425,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-02-14.wav
426,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-01-01-01-14.wav
427,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-01-01-02-14.wav
429,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-01-02-02-14.wav
430,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-01-01-01-14.wav
431,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-02-01-01-14.wav
432,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-01-02-01-14.wav
433,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-01-14.wav
434,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
436,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-01-02-02-14.wav
437,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-02-01-01-14.wav
438,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-01-01-02-14.wav
439,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-01-14.wav
440,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-02-14.wav
441,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-01-14.wav
442,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-02-14.wav
443,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-01-02-02-14.wav
445,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-02-02-02-14.wav
447,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-01-02-02-14.wav
449,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-02-02-02-14.wav
450,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-01-02-01-14.wav
451,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-02-14.wav
452,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-02-02-01-14.wav
455,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-02-02-01-14.wav
456,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-01-01-01-14.wav
457,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-01-02-01-14.wav
458,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-01-14.wav
460,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-02-14.wav
462,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-02-01-02-14.wav
463,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-02-01-02-14.wav
464,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-02-14.wav
465,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-01-14.wav
468,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-01-14.wav
469,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-02-14.wav
470,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-04-02-01-01-14.wav
471,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-07-02-02-02-14.wav
472,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-02-14.wav
473,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-01-01-02-14.wav
474,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
475,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-02-01-02-14.wav
476,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-02-14.wav
477,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-02-14.wav
478,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-01-14.wav
479,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_14/03-01-08-02-01-01-14.wav
480,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-02-01-01-24.wav
482,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-01-02-01-24.wav
483,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-02-01-01-24.wav
486,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-02-24.wav
487,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-01-24.wav
489,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-02-02-01-24.wav
490,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-01-01-01-24.wav
491,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-01-02-02-24.wav
492,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-02-02-02-24.wav
493,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-02-01-02-24.wav
494,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-01-02-02-24.wav
495,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-02-02-01-24.wav
496,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-01-01-01-24.wav
497,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-01-01-01-24.wav
499,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-01-01-01-24.wav
500,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-01-01-02-24.wav
502,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-02-02-01-24.wav
504,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-01-01-02-24.wav
506,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-02-02-02-24.wav
507,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-02-02-02-24.wav
508,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-01-02-02-24.wav
509,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-02-02-01-24.wav
510,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-01-01-02-24.wav
511,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-01-02-01-24.wav
513,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-01-01-01-24.wav
514,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-01-02-01-24.wav
515,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-02-01-01-24.wav
516,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-01-01-02-24.wav
517,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-02-01-02-24.wav
518,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-04-02-02-02-24.wav
521,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-01-02-01-24.wav
522,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-05-02-01-01-24.wav
523,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-06-02-01-02-24.wav
525,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-02-01-02-24.wav
526,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-03-01-01-02-24.wav
527,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-02-01-01-24.wav
528,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-02-01-01-24.wav
529,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-02-01-02-24.wav
530,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-01-01-02-24.wav
531,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-02-02-02-24.wav
532,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-02-01-02-24.wav
533,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-01-02-02-24.wav
534,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-02-02-02-24.wav
535,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-01-02-02-24.wav
536,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-07-02-02-01-24.wav
537,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-01-02-01-24.wav
538,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-01-01-01-24.wav
539,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_24/03-01-08-02-02-01-24.wav
540,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-02-02-02-16.wav
541,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-01-02-02-16.wav
542,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-02-16.wav
543,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
544,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-01-16.wav
545,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-02-02-01-16.wav
547,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-02-16.wav
549,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-01-16.wav
554,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
557,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-01-01-01-16.wav
558,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
559,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-01-16.wav
561,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-01-16.wav
563,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-01-16.wav
564,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-02-16.wav
565,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-02-02-01-16.wav
566,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-01-02-02-16.wav
567,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-02-16.wav
568,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-01-16.wav
570,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-02-16.wav
571,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-01-02-01-16.wav
572,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-01-16.wav
573,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-02-16.wav
574,angry,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-05-01-02-01-16.wav
576,sad,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
577,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-01-02-01-16.wav
578,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-02-01-02-16.wav
579,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-01-01-02-16.wav
580,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-02-02-02-16.wav
581,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-02-01-01-16.wav
582,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-01-02-01-16.wav
583,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-01-01-01-16.wav
584,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-01-02-02-16.wav
585,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-01-01-01-16.wav
586,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-02-02-02-16.wav
587,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-01-01-02-16.wav
588,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-02-01-01-16.wav
589,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-01-16.wav
590,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-01-01-02-16.wav
591,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-02-02-01-16.wav
592,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-02-01-01-16.wav
593,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-02-02-01-16.wav
594,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-02-02-02-16.wav
595,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-02-16.wav
596,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-07-02-01-02-16.wav
597,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-02-02-01-16.wav
598,surprise,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-08-01-02-02-16.wav
599,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_16/03-01-06-02-01-02-16.wav
607,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
608,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
609,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
610,happy,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
611,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
612,fear,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
613,disgust,/content/drive/MyDrive/RAV/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
