,Emotions,Path
755,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1088_WSI_SAD_XX.wav
756,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_SAD_HI.wav
758,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_ANG_HI.wav
759,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_FEA_HI.wav
760,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_DIS_LO.wav
762,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_DFA_DIS_XX.wav
763,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_FEA_LO.wav
764,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_DIS_HI.wav
765,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_DFA_HAP_XX.wav
766,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_FEA_MD.wav
767,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_HAP_LO.wav
768,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1088_WSI_HAP_XX.wav
769,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_DFA_ANG_XX.wav
770,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_DFA_FEA_XX.wav
771,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_DFA_SAD_XX.wav
772,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_HAP_MD.wav
773,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1088_WSI_FEA_XX.wav
775,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_SAD_LO.wav
776,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITH_ANG_XX.wav
777,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWL_DIS_XX.wav
778,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWL_FEA_XX.wav
779,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IOM_SAD_XX.wav
781,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITH_HAP_XX.wav
782,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITH_DIS_XX.wav
783,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IOM_DIS_XX.wav
784,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITS_SAD_XX.wav
785,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWL_HAP_XX.wav
786,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITS_ANG_XX.wav
787,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITH_FEA_XX.wav
789,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IOM_HAP_XX.wav
790,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITS_FEA_XX.wav
791,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITS_HAP_XX.wav
792,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITH_SAD_XX.wav
794,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IOM_ANG_XX.wav
795,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IOM_FEA_XX.wav
796,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IEO_SAD_MD.wav
797,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_ITS_DIS_XX.wav
798,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWL_ANG_XX.wav
799,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWL_SAD_XX.wav
800,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWW_SAD_XX.wav
801,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWW_HAP_XX.wav
802,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_MTI_DIS_XX.wav
803,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_MTI_HAP_XX.wav
804,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_MTI_ANG_XX.wav
805,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWW_ANG_XX.wav
806,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWW_DIS_XX.wav
808,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_MTI_FEA_XX.wav
809,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_IWW_FEA_XX.wav
810,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_MTI_SAD_XX.wav
812,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TIE_HAP_XX.wav
813,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TIE_ANG_XX.wav
814,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TAI_SAD_XX.wav
815,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TAI_HAP_XX.wav
817,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TAI_ANG_XX.wav
819,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TIE_FEA_XX.wav
820,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TIE_DIS_XX.wav
821,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TAI_FEA_XX.wav
822,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TAI_DIS_XX.wav
823,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TSI_SAD_XX.wav
824,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TSI_DIS_XX.wav
826,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_WSI_SAD_XX.wav
827,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TSI_FEA_XX.wav
829,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_WSI_ANG_XX.wav
830,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_WSI_HAP_XX.wav
831,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_WSI_DIS_XX.wav
832,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_WSI_FEA_XX.wav
833,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TIE_SAD_XX.wav
834,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_DFA_ANG_XX.wav
835,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TSI_ANG_XX.wav
836,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_DFA_DIS_XX.wav
837,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_DFA_FEA_XX.wav
838,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1089_TSI_HAP_XX.wav
840,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_DFA_SAD_XX.wav
841,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_ANG_HI.wav
842,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_DFA_HAP_XX.wav
843,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IOM_FEA_XX.wav
844,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_DIS_HI.wav
845,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITH_ANG_XX.wav
846,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_HAP_LO.wav
847,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_SAD_MD.wav
848,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_ANG_LO.wav
849,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_HAP_HI.wav
852,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_ANG_MD.wav
853,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_DIS_MD.wav
854,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_HAP_MD.wav
855,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITH_DIS_XX.wav
856,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_SAD_HI.wav
857,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_DIS_LO.wav
858,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITH_FEA_XX.wav
859,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IOM_DIS_XX.wav
860,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_FEA_MD.wav
861,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_FEA_LO.wav
862,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_FEA_HI.wav
863,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IOM_HAP_XX.wav
864,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IEO_SAD_LO.wav
865,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IOM_ANG_XX.wav
866,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IOM_SAD_XX.wav
867,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWL_DIS_XX.wav
868,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWW_ANG_XX.wav
869,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWL_FEA_XX.wav
872,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWL_HAP_XX.wav
874,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWW_DIS_XX.wav
875,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWW_FEA_XX.wav
876,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITS_SAD_XX.wav
877,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITH_SAD_XX.wav
878,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITS_ANG_XX.wav
879,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWL_SAD_XX.wav
880,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITS_HAP_XX.wav
881,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITS_FEA_XX.wav
882,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITS_DIS_XX.wav
883,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_ITH_HAP_XX.wav
884,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWL_ANG_XX.wav
886,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWW_HAP_XX.wav
887,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TAI_DIS_XX.wav
888,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_MTI_HAP_XX.wav
889,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_MTI_ANG_XX.wav
891,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_MTI_SAD_XX.wav
892,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TAI_ANG_XX.wav
893,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_MTI_DIS_XX.wav
894,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_MTI_FEA_XX.wav
895,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TAI_FEA_XX.wav
896,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_IWW_SAD_XX.wav
898,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TAI_SAD_XX.wav
900,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TSI_DIS_XX.wav
901,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TIE_DIS_XX.wav
902,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TIE_FEA_XX.wav
903,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TIE_HAP_XX.wav
904,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TAI_HAP_XX.wav
905,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TIE_ANG_XX.wav
906,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TSI_ANG_XX.wav
907,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TIE_SAD_XX.wav
908,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TSI_FEA_XX.wav
909,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_WSI_ANG_XX.wav
910,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TSI_HAP_XX.wav
912,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_TSI_SAD_XX.wav
913,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_DFA_ANG_XX.wav
914,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_WSI_SAD_XX.wav
915,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_WSI_DIS_XX.wav
916,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_WSI_FEA_XX.wav
917,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1090_WSI_HAP_XX.wav
918,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_DFA_DIS_XX.wav
920,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_FEA_LO.wav
921,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_DFA_HAP_XX.wav
922,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_FEA_HI.wav
923,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_FEA_MD.wav
924,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_DIS_MD.wav
925,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_DFA_FEA_XX.wav
926,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_ANG_LO.wav
927,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_DIS_HI.wav
928,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_DFA_SAD_XX.wav
929,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_HAP_HI.wav
930,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_DIS_LO.wav
931,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_ANG_HI.wav
933,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_ANG_MD.wav
934,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_HAP_LO.wav
935,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITH_FEA_XX.wav
937,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_SAD_MD.wav
939,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IOM_FEA_XX.wav
940,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IOM_ANG_XX.wav
941,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IOM_SAD_XX.wav
942,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_SAD_HI.wav
943,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_SAD_LO.wav
944,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITH_ANG_XX.wav
945,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITH_DIS_XX.wav
946,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IEO_HAP_MD.wav
947,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IOM_HAP_XX.wav
948,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IOM_DIS_XX.wav
949,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITH_HAP_XX.wav
951,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITS_ANG_XX.wav
952,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITH_SAD_XX.wav
954,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWL_HAP_XX.wav
955,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWW_FEA_XX.wav
956,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWL_SAD_XX.wav
958,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWL_DIS_XX.wav
959,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWW_DIS_XX.wav
960,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWL_ANG_XX.wav
961,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITS_SAD_XX.wav
962,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITS_FEA_XX.wav
963,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWL_FEA_XX.wav
964,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITS_HAP_XX.wav
965,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWW_ANG_XX.wav
966,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_ITS_DIS_XX.wav
968,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWW_HAP_XX.wav
969,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_MTI_FEA_XX.wav
970,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_MTI_DIS_XX.wav
971,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TIE_FEA_XX.wav
972,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TIE_SAD_XX.wav
973,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TIE_ANG_XX.wav
974,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TAI_SAD_XX.wav
976,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_MTI_SAD_XX.wav
977,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TSI_ANG_XX.wav
978,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_MTI_HAP_XX.wav
979,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TAI_HAP_XX.wav
980,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_IWW_SAD_XX.wav
981,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TSI_FEA_XX.wav
982,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TAI_DIS_XX.wav
983,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_MTI_ANG_XX.wav
986,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TSI_DIS_XX.wav
987,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TAI_FEA_XX.wav
988,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TIE_DIS_XX.wav
989,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TIE_HAP_XX.wav
990,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TAI_ANG_XX.wav
991,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TSI_HAP_XX.wav
993,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_WSI_DIS_XX.wav
994,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_WSI_ANG_XX.wav
995,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_TSI_SAD_XX.wav
996,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_WSI_HAP_XX.wav
997,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_WSI_FEA_XX.wav
999,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1091_WSI_SAD_XX.wav
1000,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TSI_HAP_XX.wav
1001,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TAI_SAD_XX.wav
1002,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_MTI_ANG_XX.wav
1004,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWW_ANG_XX.wav
1005,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWL_HAP_XX.wav
1007,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWW_DIS_XX.wav
1008,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TIE_SAD_XX.wav
1010,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_MTI_DIS_XX.wav
1011,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWW_SAD_XX.wav
1012,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TAI_ANG_XX.wav
1013,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TSI_DIS_XX.wav
1014,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TAI_HAP_XX.wav
1015,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWL_ANG_XX.wav
1016,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_MTI_HAP_XX.wav
1017,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TSI_ANG_XX.wav
1018,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TIE_HAP_XX.wav
1019,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWW_HAP_XX.wav
1020,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWW_FEA_XX.wav
1022,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_IWL_DIS_XX.wav
1023,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_MTI_SAD_XX.wav
1025,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_FEA_HI.wav
1026,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_DIS_LO.wav
1028,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_WSI_SAD_XX.wav
1029,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_ANG_MD.wav
1030,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_DFA_HAP_XX.wav
1031,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IOM_ANG_XX.wav
1032,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_SAD_MD.wav
1033,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_ANG_LO.wav
1034,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_WSI_DIS_XX.wav
1035,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_ANG_HI.wav
1036,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_WSI_ANG_XX.wav
1037,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_DFA_SAD_XX.wav
1038,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_DFA_FEA_XX.wav
1039,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_HAP_MD.wav
1040,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_SAD_HI.wav
1041,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_DIS_HI.wav
1042,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_FEA_MD.wav
1043,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_DIS_MD.wav
1044,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_TSI_SAD_XX.wav
1045,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_DFA_DIS_XX.wav
1046,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_SAD_LO.wav
1050,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_WSI_FEA_XX.wav
1051,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1067_WSI_HAP_XX.wav
1052,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_HAP_LO.wav
1053,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_FEA_LO.wav
1054,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IEO_HAP_HI.wav
1055,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_DFA_ANG_XX.wav
1056,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITH_SAD_XX.wav
1057,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITH_HAP_XX.wav
1058,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITH_ANG_XX.wav
1059,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWL_SAD_XX.wav
1060,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWL_FEA_XX.wav
1061,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_MTI_ANG_XX.wav
1062,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_MTI_DIS_XX.wav
1064,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWW_DIS_XX.wav
1065,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_MTI_FEA_XX.wav
1066,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IOM_FEA_XX.wav
1068,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWL_HAP_XX.wav
1069,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWL_DIS_XX.wav
1073,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IOM_HAP_XX.wav
1074,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWW_SAD_XX.wav
1075,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITS_ANG_XX.wav
1076,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IOM_DIS_XX.wav
1077,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IOM_SAD_XX.wav
1078,sad,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITS_SAD_XX.wav
1079,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWW_HAP_XX.wav
1080,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITH_FEA_XX.wav
1081,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITH_DIS_XX.wav
1082,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWL_ANG_XX.wav
1083,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWW_FEA_XX.wav
1084,disgust,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITS_DIS_XX.wav
1085,fear,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITS_FEA_XX.wav
1086,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_IWW_ANG_XX.wav
1087,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_ITS_HAP_XX.wav
1088,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_TAI_ANG_XX.wav
1089,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_TSI_ANG_XX.wav
1090,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_TAI_HAP_XX.wav
1091,happy,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_TIE_HAP_XX.wav
1092,angry,/content/drive/MyDrive/Colab Notebooks/CREMA/1068_TIE_ANG_XX.wav
